id,name,descr,aliases
WMPID3263,Paul Glumaz,Paul Glumaz is a Republican candidate for the 7th District of Washington.,Paul Glumaz|Glumaz|Paul Glumaz's|Glumaz's|PAUL GLUMAZ|GLUMAZ|PAUL GLUMAZ'S|GLUMAZ'S
WMPID35,Paul Gosar,Paul Gosar is a Republican candidate for the 9th District of Arizona.,Paul Gosar|Gosar|Paul Gosar's|Gosar's|PAUL GOSAR|GOSAR|PAUL GOSAR'S|GOSAR'S
WMPID1835,Paul Irving Jones,Paul Irving Jones is a Republican candidate for the 38th District of California.,Paul Irving Jones|Jones|Paul Jones|Paul Irving Jones'|Jones'|Paul Jones'|PAUL IRVING JONES|JONES|PAUL JONES|PAUL IRVING JONES'|JONES'|PAUL JONES'
WMPID347,Paul Junge,Paul Junge is a Republican candidate for the 8th District of Michigan.,Paul Junge|Junge|Paul Junge's|Junge's|PAUL JUNGE|JUNGE|PAUL JUNGE'S|JUNGE'S
WMPID4583,Paul King,Paul King is a Republican candidate for the 5th District of New York.,Paul King|King|Paul King's|King's|PAUL KING|KING|PAUL KING'S|KING'S
WMPID4926,Paul Lange,Paul Lange is a Democratic candidate for the 15th District of Illinois.,Paul Lange|Lange|Paul Lange's|Lange's|PAUL LANGE|LANGE|PAUL LANGE'S|LANGE'S
WMPID5298,Paul LePage,Paul LePage is a gubernatorial candidate.,Paul LePage|LePage|Paul LePage's|LePage's|PAUL LEPAGE|LEPAGE|PAUL LEPAGE'S|LEPAGE'S
WMPID2312,Paul Steury,Paul Steury is a Democratic candidate for the 2nd District of Indiana.,Paul Steury|Steury|Paul Steury's|Steury's|PAUL STEURY|STEURY|PAUL STEURY'S|STEURY'S
WMPID1196,Paul Tonko,Paul Tonko is a Democratic candidate for the 20th District of New York.,Paul Tonko|Tonko|Paul Tonko's|Tonko's|PAUL TONKO|TONKO|PAUL TONKO'S|TONKO'S
WMPID5005,Paul Venable,Paul Venable is a 3rd party Senate candidate in Missouri.,Paul Venable|Venable|Paul Venable's|Venable's|PAUL VENABLE|VENABLE|PAUL VENABLE'S|VENABLE'S
WMPID1677,Penny Ronning,Penny Ronning is a Democratic candidate for the 2nd District of Montana.,Penny Ronning|Ronning|Penny Ronning's|Ronning's|PENNY RONNING|RONNING|PENNY RONNING'S|RONNING'S
WMPID778,Pete Aguilar,Pete Aguilar is a Democratic candidate for the 33rd District of California.,Pete Aguilar|Aguilar|Pete Aguilar's|Aguilar's|PETE AGUILAR|AGUILAR|PETE AGUILAR'S|AGUILAR'S
WMPID5181,Pete Buttigieg,Pete Buttigieg is a cabinet member.,Pete Buttigieg|Buttigieg|Pete Buttigieg's|Buttigieg's|PETE BUTTIGIEG|BUTTIGIEG|PETE BUTTIGIEG'S|BUTTIGIEG'S
WMPID847,Pete Sessions,Pete Sessions is a Republican candidate for the 17th District of Texas.,Pete Sessions|Sessions|Pete Sessions'|Sessions'|PETE SESSIONS|SESSIONS|PETE SESSIONS'|SESSIONS'
WMPID1158,Pete Stauber,Pete Stauber is a Republican candidate for the 8th District of Minnesota.,Pete Stauber|Stauber|Pete Stauber's|Stauber's|PETE STAUBER|STAUBER|PETE STAUBER'S|STAUBER'S
WMPID5333,Peter Duval,Peter Duval is a gubernatorial candidate.,Peter Duval|Duval|Peter Duval's|Duval's|PETER DUVAL|DUVAL|PETER DUVAL'S|DUVAL'S
WMPID4064,Peter Hernandez,Peter Hernandez is a Republican candidate for the 18th District of California.,Peter Hernandez|Hernandez|Peter Hernandez's|Hernandez's|PETER HERNANDEZ|HERNANDEZ|PETER HERNANDEZ'S|HERNANDEZ'S
WMPID4165,Peter John Griffin,Peter John Griffin is a 3rd party Senate candidate in Nevada.,Peter John Griffin|Griffin|Peter Griffin|Peter John Griffin's|Griffin's|Peter Griffin's|PETER JOHN GRIFFIN|GRIFFIN|PETER GRIFFIN|PETER JOHN GRIFFIN'S|GRIFFIN'S|PETER GRIFFIN'S
WMPID2285,Peter Steven Arianas,Peter Steven Arianas is a Republican candidate for the 22nd District of Florida.,Peter Steven Arianas|Arianas|Peter Arianas|Peter Steven Arianas'|Arianas'|Peter Arianas'|PETER STEVEN ARIANAS|ARIANAS|PETER ARIANAS|PETER STEVEN ARIANAS'|ARIANAS'|PETER ARIANAS'
WMPID2196,Peter Weed,Peter Weed is a Republican candidate for the 10th District of Florida.,Peter Weed|Weed|Peter Weed's|Weed's|PETER WEED|WEED|PETER WEED'S|WEED'S
WMPID1029,Peter Welch,Peter Welch is a Democratic Senate candidate in Vermont.,Peter Welch|Welch|Peter Welch's|Welch's|PETER WELCH|WELCH|PETER WELCH'S|WELCH'S
WMPID1248,Phil Kurtz,Phil Kurtz is a 3rd party candidate for the 18th District of Texas.,Phil Kurtz|Kurtz|Phil Kurtz's|Kurtz's|PHIL KURTZ|KURTZ|PHIL KURTZ'S|KURTZ'S
WMPID5325,Phil Scott,Phil Scott is a gubernatorial candidate.,Phil Scott|Scott|Phil Scott's|Scott's|PHIL SCOTT|SCOTT|PHIL SCOTT'S|SCOTT'S
WMPID2063,Phillip Joseph Greer,Phillip Joseph Greer is a 3rd party candidate for the 5th District of Alabama.,Phillip Joseph Greer|Greer|Phillip Greer|Phillip Joseph Greer's|Greer's|Phillip Greer's|PHILLIP JOSEPH GREER|GREER|PHILLIP GREER|PHILLIP JOSEPH GREER'S|GREER'S|PHILLIP GREER'S
WMPID24,Phyllis Harvey-Hall,Phyllis Harvey-Hall is a Democratic candidate for the 2nd District of Alabama.,Phyllis Harvey-Hall|Harvey-Hall|Phyllis Harvey-Hall's|Harvey-Hall's|PHYLLIS HARVEY-HALL|HARVEY-HALL|PHYLLIS HARVEY-HALL'S|HARVEY-HALL'S
WMPID1031,Pramila Jayapal,Pramila Jayapal is a Democratic candidate for the 7th District of Washington.,Pramila Jayapal|Jayapal|Pramila Jayapal's|Jayapal's|PRAMILA JAYAPAL|JAYAPAL|PRAMILA JAYAPAL'S|JAYAPAL'S
WMPID3219,Quincy Magee,Quincy Magee is a 3rd party Senate candidate in Pennsylvania.,Quincy Magee|Magee|Quincy Magee's|Magee's|QUINCY MAGEE|MAGEE|QUINCY MAGEE'S|MAGEE'S
WMPID2822,Quintessa Hathaway,Quintessa Hathaway is a Democratic candidate for the 2nd District of Arkansas.,Quintessa Hathaway|Hathaway|Quintessa Hathaway's|Hathaway's|QUINTESSA HATHAWAY|HATHAWAY|QUINTESSA HATHAWAY'S|HATHAWAY'S
WMPID2873,Quoc Tuan Nguyen,Quoc Tuan Nguyen is a 3rd party Senate candidate in Florida.,Quoc Tuan Nguyen|Nguyen|Quoc Nguyen|Quoc Tuan Nguyen's|Nguyen's|Quoc Nguyen's|QUOC TUAN NGUYEN|NGUYEN|QUOC NGUYEN|QUOC TUAN NGUYEN'S|NGUYEN'S|QUOC NGUYEN'S
WMPID5207,Rachel L. Levine,Rachel L. Levine is a public health official.,Rachel L. Levine|Levine|Rachel Levine|Rachel L. Levine's|Levine's|Rachel Levine's|RACHEL L. LEVINE|LEVINE|RACHEL LEVINE|RACHEL L. LEVINE'S|LEVINE'S|RACHEL LEVINE'S
WMPID975,Raja Krishnamoorthi,Raja Krishnamoorthi is a Democratic candidate for the 8th District of Illinois.,Raja Krishnamoorthi|Krishnamoorthi|Raja Krishnamoorthi's|Krishnamoorthi's|RAJA KRISHNAMOORTHI|KRISHNAMOORTHI|RAJA KRISHNAMOORTHI'S|KRISHNAMOORTHI'S
WMPID5121,Ralph Hoffman,Ralph Hoffman is a 3rd party candidate for the 8th District of Wisconsin.,Ralph Hoffman|Hoffman|Ralph Hoffman's|Hoffman's|RALPH HOFFMAN|HOFFMAN|RALPH HOFFMAN'S|HOFFMAN'S
WMPID1229,Ralph Norman,Ralph Norman is a Republican candidate for the 5th District of South Carolina.,Ralph Norman|Norman|Ralph Norman's|Norman's|RALPH NORMAN|NORMAN|RALPH NORMAN'S|NORMAN'S
WMPID1357,Rand Paul,Rand Paul is a Republican Senate candidate in Kentucky.,Rand Paul|Paul|Rand Paul's|Paul's|RAND PAUL|PAUL|RAND PAUL'S|PAUL'S
WMPID4857,Randal Dean Cooper,Randal Dean Cooper is a Democratic candidate for the 6th District of Tennessee.,Randal Dean Cooper|Cooper|Randal Cooper|Randal Dean Cooper's|Cooper's|Randal Cooper's|RANDAL DEAN COOPER|COOPER|RANDAL COOPER|RANDAL DEAN COOPER'S|COOPER'S|RANDAL COOPER'S
WMPID3337,Randall Lee Addison,Randall Lee Addison is a 3rd party candidate for the 9th District of Texas.,Randall Lee Addison|Addison|Randall Addison|Randall Lee Addison's|Addison's|Randall Addison's|RANDALL LEE ADDISON|ADDISON|RANDALL ADDISON|RANDALL LEE ADDISON'S|ADDISON'S|RANDALL ADDISON'S
WMPID2441,Randi Mccallian Mccallian,Randi Mccallian Mccallian is a Democratic candidate for the 8th District of Missouri.,Randi Mccallian Mccallian|Mccallian|Randi Mccallian|Randi Mccallian Mccallian's|Mccallian's|Randi Mccallian's|RANDI MCCALLIAN MCCALLIAN|MCCALLIAN|RANDI MCCALLIAN|RANDI MCCALLIAN MCCALLIAN'S|MCCALLIAN'S|RANDI MCCALLIAN'S
WMPID2594,Randolph Bracy,Randolph Bracy is a Democratic candidate for the 10th District of Florida.,Randolph Bracy|Bracy|Randolph Bracy's|Bracy's|RANDOLPH BRACY|BRACY|RANDOLPH BRACY'S|BRACY'S
WMPID212,Randy Feenstra,Randy Feenstra is a Republican candidate for the 4th District of Iowa.,Randy Feenstra|Feenstra|Randy Feenstra's|Feenstra's|RANDY FEENSTRA|FEENSTRA|RANDY FEENSTRA'S|FEENSTRA'S
WMPID4807,Randy Langkraehr,Randy Langkraehr is a 3rd party candidate for the 4th District of Missouri.,Randy Langkraehr|Langkraehr|Randy Langkraehr's|Langkraehr's|RANDY LANGKRAEHR|LANGKRAEHR|RANDY LANGKRAEHR'S|LANGKRAEHR'S
WMPID848,Randy Weber,Randy Weber is a Republican candidate for the 14th District of Texas.,Randy Weber|Weber|Randy Weber's|Weber's|RANDY WEBER|WEBER|RANDY WEBER'S|WEBER'S
WMPID1330,Raphael Warnock,Raphael Warnock is a Democratic Senate candidate in Georgia.,Raphael Warnock|Warnock|Raphael Warnock's|Warnock's|RAPHAEL WARNOCK|WARNOCK|RAPHAEL WARNOCK'S|WARNOCK'S
WMPID1153,Rashida Tlaib,Rashida Tlaib is a Democratic candidate for the 12th District of Michigan.,Rashida Tlaib|Tlaib|Rashida Tlaib's|Tlaib's|RASHIDA TLAIB|TLAIB|RASHIDA TLAIB'S|TLAIB'S
WMPID770,Raul M Grijalva,Raul M Grijalva is a Democratic candidate for the 7th District of Arizona.,Raul M Grijalva|Grijalva|Raul Grijalva|Raul M Grijalva's|Grijalva's|Raul Grijalva's|RAUL M GRIJALVA|GRIJALVA|RAUL GRIJALVA|RAUL M GRIJALVA'S|GRIJALVA'S|RAUL GRIJALVA'S
WMPID780,Raul Ruiz,Raul Ruiz is a Democratic candidate for the 25th District of California.,Raul Ruiz|Ruiz|Raul Ruiz's|Ruiz's|RAUL RUIZ|RUIZ|RAUL RUIZ'S|RUIZ'S
WMPID3144,Ray Mccormick,Ray Mccormick is a Democratic candidate for the 8th District of Indiana.,Ray Mccormick|Mccormick|Ray Mccormick's|Mccormick's|RAY MCCORMICK|MCCORMICK|RAY MCCORMICK'S|MCCORMICK'S
WMPID5129,Ray Woods,Ray Woods is a 3rd party Senate candidate in Oklahoma.,Ray Woods|Woods|Ray Woods'|Woods'|RAY WOODS|WOODS|RAY WOODS'|WOODS'
WMPID2308,Rebecca Becca Balint,Rebecca Becca Balint is a Democratic candidate for the 0th District of Vermont.,Rebecca Becca Balint|Balint|Rebecca Balint|Rebecca Becca Balint's|Balint's|Rebecca Balint's|REBECCA BECCA BALINT|BALINT|REBECCA BALINT|REBECCA BECCA BALINT'S|BALINT'S|REBECCA BALINT'S
WMPID1630,Rebekah Jones,Rebekah Jones is a Democratic candidate for the 1st District of Florida.,Rebekah Jones|Jones|Rebekah Jones'|Jones'|REBEKAH JONES|JONES|REBEKAH JONES'|JONES'
WMPID5246,Recep Tayyip Erdo??an,Recep Tayyip Erdo??an is an international leader.,Recep Tayyip Erdo??an|Erdo??an|Recep Erdo??an|Recep Tayyip Erdo??an's|Erdo??an's|Recep Erdo??an's|RECEP TAYYIP ERDO??AN|ERDO??AN|RECEP ERDO??AN|RECEP TAYYIP ERDO??AN'S|ERDO??AN'S|RECEP ERDO??AN'S
WMPID4401,Regan Deering,Regan Deering is a Republican candidate for the 13rd District of Illinois.,Regan Deering|Deering|Regan Deering's|Deering's|REGAN DEERING|DEERING|REGAN DEERING'S|DEERING'S
WMPID1966,Richard Adam Bowers,Richard Adam Bowers is a 3rd party Senate candidate in Alabama.,Richard Adam Bowers|Bowers|Richard Bowers|Richard Adam Bowers'|Bowers'|Richard Bowers'|RICHARD ADAM BOWERS|BOWERS|RICHARD BOWERS|RICHARD ADAM BOWERS'|BOWERS'|RICHARD BOWERS'
WMPID2705,Richard Alan Shannon Jr.,Richard Alan Shannon Jr. is a 3rd party candidate for the 5th District of Tennessee.,Richard Alan Shannon Jr.|Shannon|Richard Shannon|Richard Alan Shannon Jr.'s|Shannon's|Richard Shannon's|RICHARD ALAN SHANNON JR.|SHANNON|RICHARD SHANNON|RICHARD ALAN SHANNON JR.'S|SHANNON'S|RICHARD SHANNON'S
WMPID4954,Richard Ausman,Richard Ausman is a Democratic candidate for the 7th District of Wisconsin.,Richard Ausman|Ausman|Richard Ausman's|Ausman's|RICHARD AUSMAN|AUSMAN|RICHARD AUSMAN'S|AUSMAN'S
WMPID5137,Richard Baker,Richard Baker is a 3rd party candidate for the 1st District of Tennessee.,Richard Baker|Baker|Richard Baker's|Baker's|RICHARD BAKER|BAKER|RICHARD BAKER'S|BAKER'S
WMPID1315,Richard Blumenthal,Richard Blumenthal is a Democratic Senate candidate in Connecticut.,Richard Blumenthal|Blumenthal|Richard Blumenthal's|Blumenthal's|RICHARD BLUMENTHAL|BLUMENTHAL|RICHARD BLUMENTHAL'S|BLUMENTHAL'S
WMPID5149,Richard Brubaker,Richard Brubaker is a 3rd party candidate for the 0th District of Wyoming.,Richard Brubaker|Brubaker|Richard Brubaker's|Brubaker's|RICHARD BRUBAKER|BRUBAKER|RICHARD BRUBAKER'S|BRUBAKER'S
WMPID1485,Richard Burr,Richard Burr is a Senator.,Richard Burr|Burr|Richard Burr's|Burr's|RICHARD BURR|BURR|RICHARD BURR'S|BURR'S
WMPID1139,Richard E Neal,Richard E Neal is a Democratic candidate for the 1st District of Massachusetts.,Richard E Neal|Neal|Richard Neal|Richard E Neal's|Neal's|Richard Neal's|RICHARD E NEAL|NEAL|RICHARD NEAL|RICHARD E NEAL'S|NEAL'S|RICHARD NEAL'S
WMPID815,Richard Hudson,Richard Hudson is a Republican candidate for the 9th District of North Carolina.,Richard Hudson|Hudson|Richard Hudson's|Hudson's|RICHARD HUDSON|HUDSON|RICHARD HUDSON'S|HUDSON'S
WMPID5196,Richard M. Nixon,Richard M. Nixon is a former U.S. president.,Richard M. Nixon|Nixon|Richard Nixon|Richard M. Nixon's|Nixon's|Richard Nixon's|RICHARD M. NIXON|NIXON|RICHARD NIXON|RICHARD M. NIXON'S|NIXON'S|RICHARD NIXON'S
WMPID191,Richard McCormick,Richard McCormick is a Republican candidate for the 6th District of Georgia.,Richard McCormick|McCormick|Richard McCormick's|McCormick's|RICHARD MCCORMICK|MCCORMICK|RICHARD MCCORMICK'S|MCCORMICK'S
WMPID5317,Richard Michael DeWine,Richard Michael DeWine is a gubernatorial candidate.,Richard Michael DeWine|DeWine|Richard DeWine|Richard Michael DeWine's|DeWine's|Richard DeWine's|RICHARD MICHAEL DEWINE|DEWINE|RICHARD DEWINE|RICHARD MICHAEL DEWINE'S|DEWINE'S|RICHARD DEWINE'S
WMPID1501,Richard Shelby,Richard Shelby is a Senator.,Richard Shelby|Shelby|Richard Shelby's|Shelby's|RICHARD SHELBY|SHELBY|RICHARD SHELBY'S|SHELBY'S
WMPID5164,Richard Tetu,Richard Tetu is a 3rd party candidate for the 3rd District of Colorado.,Richard Tetu|Tetu|Richard Tetu's|Tetu's|RICHARD TETU|TETU|RICHARD TETU'S|TETU'S
WMPID793,Richard W Allen,Richard W Allen is a Republican candidate for the 12th District of Georgia.,Richard W Allen|Allen|Richard Allen|Richard W Allen's|Allen's|Richard Allen's|RICHARD W ALLEN|ALLEN|RICHARD ALLEN|RICHARD W ALLEN'S|ALLEN'S|RICHARD ALLEN'S
WMPID28,Rick Crawford,Rick Crawford is a Republican candidate for the 1st District of Arkansas.,Rick Crawford|Crawford|Rick Crawford's|Crawford's|RICK CRAWFORD|CRAWFORD|RICK CRAWFORD'S|CRAWFORD'S
WMPID3504,Rick Jones,Rick Jones is a Democratic candidate for the 1st District of Utah.,Rick Jones|Jones|Rick Jones'|Jones'|RICK JONES|JONES|RICK JONES'|JONES'
WMPID735,Rick Larsen,Rick Larsen is a Democratic candidate for the 2nd District of Washington.,Rick Larsen|Larsen|Rick Larsen's|Larsen's|RICK LARSEN|LARSEN|RICK LARSEN'S|LARSEN'S
WMPID1040,Rick Neighbors,Rick Neighbors is a Democratic candidate for the 4th District of Alabama.,Rick Neighbors|Neighbors|Rick Neighbors'|Neighbors'|RICK NEIGHBORS|NEIGHBORS|RICK NEIGHBORS'|NEIGHBORS'
WMPID1529,Rick Scott,Rick Scott is a Senator.,Rick Scott|Scott|Rick Scott's|Scott's|RICK SCOTT|SCOTT|RICK SCOTT'S|SCOTT'S
WMPID5150,Rick Tyler,Rick Tyler is a 3rd party candidate for the 3rd District of Tennessee.,Rick Tyler|Tyler|Rick Tyler's|Tyler's|RICK TYLER|TYLER|RICK TYLER'S|TYLER'S
WMPID62,Rishi Kumar,Rishi Kumar is a Democratic candidate for the 16th District of California.,Rishi Kumar|Kumar|Rishi Kumar's|Kumar's|RISHI KUMAR|KUMAR|RISHI KUMAR'S|KUMAR'S
WMPID5205,Rishi Sunak,Rishi Sunak is an international leader.,Rishi Sunak|Sunak|Rishi Sunak's|Sunak's|RISHI SUNAK|SUNAK|RISHI SUNAK'S|SUNAK'S
WMPID497,Ritchie Torres,Ritchie Torres is a Democratic candidate for the 15th District of New York.,Ritchie Torres|Torres|Ritchie Torres'|Torres'|RITCHIE TORRES|TORRES|RITCHIE TORRES'|TORRES'
WMPID61,Ritesh Tandon,Ritesh Tandon is a Republican candidate for the 17th District of California.,Ritesh Tandon|Tandon|Ritesh Tandon's|Tandon's|RITESH TANDON|TANDON|RITESH TANDON'S|TANDON'S
WMPID870,Ro Khanna,Ro Khanna is a Democratic candidate for the 17th District of California.,Ro Khanna|Khanna|Ro Khanna's|Khanna's|RO KHANNA|KHANNA|RO KHANNA'S|KHANNA'S
WMPID1416,Rob Portman,Rob Portman is a Senator.,Rob Portman|Portman|Rob Portman's|Portman's|ROB PORTMAN|PORTMAN|ROB PORTMAN'S|PORTMAN'S
WMPID1266,Rob Wittman,Rob Wittman is a Republican candidate for the 1st District of Virginia.,Rob Wittman|Wittman|Rob Wittman's|Wittman's|ROB WITTMAN|WITTMAN|ROB WITTMAN'S|WITTMAN'S
WMPID4350,Robert Allan Schafranek,Robert Allan Schafranek is a Republican candidate for the 29th District of Texas.,Robert Allan Schafranek|Schafranek|Robert Schafranek|Robert Allan Schafranek's|Schafranek's|Robert Schafranek's|ROBERT ALLAN SCHAFRANEK|SCHAFRANEK|ROBERT SCHAFRANEK|ROBERT ALLAN SCHAFRANEK'S|SCHAFRANEK'S|ROBERT SCHAFRANEK'S
WMPID1898,Robert Andrew Burns,Robert Andrew Burns is a Republican candidate for the 2nd District of New Hampshire.,Robert Andrew Burns|Burns|Robert Burns|Robert Andrew Burns'|Burns'|Robert Burns'|ROBERT ANDREW BURNS|BURNS|ROBERT BURNS|ROBERT ANDREW BURNS'|BURNS'|ROBERT BURNS'
WMPID4740,Robert Asencio,Robert Asencio is a Democratic candidate for the 28th District of Florida.,Robert Asencio|Asencio|Robert Asencio's|Asencio's|ROBERT ASENCIO|ASENCIO|ROBERT ASENCIO'S|ASENCIO'S
WMPID944,Robert B Aderholt,Robert B Aderholt is a Republican candidate for the 4th District of Alabama.,Robert B Aderholt|Aderholt|Robert Aderholt|Robert B Aderholt's|Aderholt's|Robert Aderholt's|ROBERT B ADERHOLT|ADERHOLT|ROBERT ADERHOLT|ROBERT B ADERHOLT'S|ADERHOLT'S|ROBERT ADERHOLT'S
WMPID2787,Robert Benjamin Clark III,Robert Benjamin Clark III is a Democratic candidate for the 9th District of North Carolina.,Robert Benjamin Clark III|Clark|Robert Clark|Robert Benjamin Clark III's|Clark's|Robert Clark's|ROBERT BENJAMIN CLARK III|CLARK|ROBERT CLARK|ROBERT BENJAMIN CLARK III'S|CLARK'S|ROBERT CLARK'S
WMPID3951,Robert Bruce Morris,Robert Bruce Morris is a 3rd party candidate for the 3rd District of Nevada.,Robert Bruce Morris|Morris|Robert Morris|Robert Bruce Morris'|Morris'|Robert Morris'|ROBERT BRUCE MORRIS|MORRIS|ROBERT MORRIS|ROBERT BRUCE MORRIS'|MORRIS'|ROBERT MORRIS'
WMPID5099,Robert Burke,Robert Burke is a Republican candidate for the 8th District of Massachusetts.,Robert Burke|Burke|Robert Burke's|Burke's|ROBERT BURKE|BURKE|ROBERT BURKE'S|BURKE'S
WMPID5175,Robert Califf,Robert Califf is a public health official.,Robert Califf|Califf|Robert Califf's|Califf's|ROBERT CALIFF|CALIFF|ROBERT CALIFF'S|CALIFF'S
WMPID1520,Robert Casey,Robert Casey is a Senator.,Robert Casey|Casey|Robert Casey's|Casey's|ROBERT CASEY|CASEY|ROBERT CASEY'S|CASEY'S
WMPID2802,Robert Christian Castelli,Robert Christian Castelli is a Republican candidate for the 6th District of North Carolina.,Robert Christian Castelli|Castelli|Robert Castelli|Robert Christian Castelli's|Castelli's|Robert Castelli's|ROBERT CHRISTIAN CASTELLI|CASTELLI|ROBERT CASTELLI|ROBERT CHRISTIAN CASTELLI'S|CASTELLI'S|ROBERT CASTELLI'S
WMPID1203,Robert E Latta,Robert E Latta is a Republican candidate for the 5th District of Ohio.,Robert E Latta|Latta|Robert Latta|Robert E Latta's|Latta's|Robert Latta's|ROBERT E LATTA|LATTA|ROBERT LATTA|ROBERT E LATTA'S|LATTA'S|ROBERT LATTA'S
WMPID3230,Robert Franklin Christian III,Robert Franklin Christian III is a Democratic candidate for the 6th District of Georgia.,Robert Franklin Christian III|Christian|Robert Christian|Robert Franklin Christian III's|Christian's|Robert Christian's|ROBERT FRANKLIN CHRISTIAN III|CHRISTIAN|ROBERT CHRISTIAN|ROBERT FRANKLIN CHRISTIAN III'S|CHRISTIAN'S|ROBERT CHRISTIAN'S
WMPID3505,Robert Garcia,Robert Garcia is a Democratic candidate for the 42nd District of California.,Robert Garcia|Garcia|Robert Garcia's|Garcia's|ROBERT GARCIA|GARCIA|ROBERT GARCIA'S|GARCIA'S
WMPID3526,Robert Hines,Robert Hines is a Republican candidate for the 13rd District of North Carolina.,Robert Hines|Hines|Robert Hines'|Hines'|ROBERT HINES|HINES|ROBERT HINES'|HINES'
WMPID3457,Robert James Lorinser,Robert James Lorinser is a Democratic candidate for the 1st District of Michigan.,Robert James Lorinser|Lorinser|Robert Lorinser|Robert James Lorinser's|Lorinser's|Robert Lorinser's|ROBERT JAMES LORINSER|LORINSER|ROBERT LORINSER|ROBERT JAMES LORINSER'S|LORINSER'S|ROBERT LORINSER'S
WMPID2027,Robert Jr Healey Jr.,Robert Jr Healey Jr. is a Republican candidate for the 3rd District of New Jersey.,Robert Jr Healey Jr.|Healey|Robert Healey|Robert Jr Healey Jr.'s|Healey's|Robert Healey's|ROBERT JR HEALEY JR.|HEALEY|ROBERT HEALEY|ROBERT JR HEALEY JR.'S|HEALEY'S|ROBERT HEALEY'S
WMPID4237,Robert Margus,Robert Margus is a 3rd party candidate for the 5th District of Pennsylvania.,Robert Margus|Margus|Robert Margus'|Margus'|ROBERT MARGUS|MARGUS|ROBERT MARGUS'|MARGUS'
WMPID2814,Robert May,Robert May is a Republican candidate for the 6th District of Massachusetts.,Robert May|May|Robert May's|May's|ROBERT MAY|MAY|ROBERT MAY'S|MAY'S
WMPID2612,Robert Mcdermott,Robert Mcdermott is a Republican Senate candidate in Hawaii.,Robert Mcdermott|Mcdermott|Robert Mcdermott's|Mcdermott's|ROBERT MCDERMOTT|MCDERMOTT|ROBERT MCDERMOTT'S|MCDERMOTT'S
WMPID1515,Robert Menendez,Robert Menendez is a Democratic candidate for the 8th District of New Jersey.,Robert Menendez|Menendez|Robert Menendez's|Menendez's|ROBERT MENENDEZ|MENENDEZ|ROBERT MENENDEZ'S|MENENDEZ'S
WMPID3796,Robert Michael Hollister III,Robert Michael Hollister III is a Democratic candidate for the 11th District of Pennsylvania.,Robert Michael Hollister III|Hollister|Robert Hollister|Robert Michael Hollister III's|Hollister's|Robert Hollister's|ROBERT MICHAEL HOLLISTER III|HOLLISTER|ROBERT HOLLISTER|ROBERT MICHAEL HOLLISTER III'S|HOLLISTER'S|ROBERT HOLLISTER'S
WMPID4908,Robert Millwee,Robert Millwee is a Democratic candidate for the 25th District of Florida.,Robert Millwee|Millwee|Robert Millwee's|Millwee's|ROBERT MILLWEE|MILLWEE|ROBERT MILLWEE'S|MILLWEE'S
WMPID8,Robert Mueller,Robert Mueller is a prominent politician.,Robert Mueller|Mueller|Robert Mueller's|Mueller's|ROBERT MUELLER|MUELLER|ROBERT MUELLER'S|MUELLER'S
WMPID5140,Robert Raymond,Robert Raymond is a 3rd party candidate for the 4th District of Wisconsin.,Robert Raymond|Raymond|Robert Raymond's|Raymond's|ROBERT RAYMOND|RAYMOND|ROBERT RAYMOND'S|RAYMOND'S
WMPID1518,Robert T. Murphy,Robert T. Murphy is a 3rd party Senate candidate in Oklahoma.,Robert T. Murphy|Murphy|Robert Murphy|Robert T. Murphy's|Murphy's|Robert Murphy's|ROBERT T. MURPHY|MURPHY|ROBERT MURPHY|ROBERT T. MURPHY'S|MURPHY'S|ROBERT MURPHY'S
WMPID3267,Robert William Graham,Robert William Graham is a 3rd party Senate candidate in Ohio.,Robert William Graham|Graham|Robert Graham|Robert William Graham's|Graham's|Robert Graham's|ROBERT WILLIAM GRAHAM|GRAHAM|ROBERT GRAHAM|ROBERT WILLIAM GRAHAM'S|GRAHAM'S|ROBERT GRAHAM'S
WMPID2781,Robert Zimmerman,Robert Zimmerman is a Democratic candidate for the 3rd District of New York.,Robert Zimmerman|Zimmerman|Robert Zimmerman's|Zimmerman's|ROBERT ZIMMERMAN|ZIMMERMAN|ROBERT ZIMMERMAN'S|ZIMMERMAN'S
WMPID4285,Robin Dawn Fulford,Robin Dawn Fulford is a Democratic candidate for the 2nd District of Texas.,Robin Dawn Fulford|Fulford|Robin Fulford|Robin Dawn Fulford's|Fulford's|Robin Fulford's|ROBIN DAWN FULFORD|FULFORD|ROBIN FULFORD|ROBIN DAWN FULFORD'S|FULFORD'S|ROBIN FULFORD'S
WMPID799,Robin Kelly,Robin Kelly is a Democratic candidate for the 2nd District of Illinois.,Robin Kelly|Kelly|Robin Kelly's|Kelly's|ROBIN KELLY|KELLY|ROBIN KELLY'S|KELLY'S
WMPID5199,Rochelle Walensky,Rochelle Walensky is a public health official.,Rochelle Walensky|Walensky|Rochelle Walensky's|Walensky's|ROCHELLE WALENSKY|WALENSKY|ROCHELLE WALENSKY'S|WALENSKY'S
WMPID2558,Rod Dorilas,Rod Dorilas is a Republican candidate for the 22nd District of Florida.,Rod Dorilas|Dorilas|Rod Dorilas'|Dorilas'|ROD DORILAS|DORILAS|ROD DORILAS'|DORILAS'
