id,name,descr,aliases
WMPID84,Joe Collins,Joe Collins is a Republican candidate for the 36th District of California.,Joe Collins|Collins|Joe Collins'|Collins'|JOE COLLINS|COLLINS|JOE COLLINS'|COLLINS'
WMPID786,Joe Courtney,Joe Courtney is a Democratic candidate for the 2nd District of Connecticut.,Joe Courtney|Courtney|Joe Courtney's|Courtney's|JOE COURTNEY|COURTNEY|JOE COURTNEY'S|COURTNEY'S
WMPID1226,Joe Cunningham,Joe Cunningham is a gubernatorial candidate.,Joe Cunningham|Cunningham|Joe Cunningham's|Cunningham's|JOE CUNNINGHAM|CUNNINGHAM|JOE CUNNINGHAM'S|CUNNINGHAM'S
WMPID3237,Joe Evans,Joe Evans is a 3rd party candidate for the 1st District of Idaho.,Joe Evans|Evans|Joe Evans'|Evans'|JOE EVANS|EVANS|JOE EVANS'|EVANS'
WMPID3195,Joe Kelley,Joe Kelley is a Republican candidate for the 2nd District of Maryland.,Joe Kelley|Kelley|Joe Kelley's|Kelley's|JOE KELLEY|KELLEY|JOE KELLEY'S|KELLEY'S
WMPID5289,Joe Lombardo,Joe Lombardo is a gubernatorial candidate.,Joe Lombardo|Lombardo|Joe Lombardo's|Lombardo's|JOE LOMBARDO|LOMBARDO|JOE LOMBARDO'S|LOMBARDO'S
WMPID1451,Joe Manchin,Joe Manchin is a Senator.,Joe Manchin|Manchin|Joe Manchin's|Manchin's|JOE MANCHIN|MANCHIN|JOE MANCHIN'S|MANCHIN'S
WMPID840,Joe Wilson,Joe Wilson is a Republican candidate for the 2nd District of South Carolina.,Joe Wilson|Wilson|Joe Wilson's|Wilson's|JOE WILSON|WILSON|JOE WILSON'S|WILSON'S
WMPID3922,Joel Anabilah-Azumah,Joel Anabilah-Azumah is a 3rd party Senate candidate in New York.,Joel Anabilah-Azumah|Anabilah-Azumah|Joel Anabilah-Azumah's|Anabilah-Azumah's|JOEL ANABILAH-AZUMAH|ANABILAH-AZUMAH|JOEL ANABILAH-AZUMAH'S|ANABILAH-AZUMAH'S
WMPID4933,Joel Dejean,Joel Dejean is a 3rd party candidate for the 38th District of Texas.,Joel Dejean|Dejean|Joel Dejean's|Dejean's|JOEL DEJEAN|DEJEAN|JOEL DEJEAN'S|DEJEAN'S
WMPID5241,John Adams,John Adams is a former U.S. president.,John Adams|Adams|John Adams'|Adams'|JOHN ADAMS|ADAMS|JOHN ADAMS'|ADAMS'
WMPID1080,John B Larson,John B Larson is a Democratic candidate for the 1st District of Connecticut.,John B Larson|Larson|John Larson|John B Larson's|Larson's|John Larson's|JOHN B LARSON|LARSON|JOHN LARSON|JOHN B LARSON'S|LARSON'S|JOHN LARSON'S
WMPID1525,John Barrasso,John Barrasso is a Senator.,John Barrasso|Barrasso|John Barrasso's|Barrasso's|JOHN BARRASSO|BARRASSO|JOHN BARRASSO'S|BARRASSO'S
WMPID988,John Bergman,John Bergman is a Republican candidate for the 1st District of Michigan.,John Bergman|Bergman|John Bergman's|Bergman's|JOHN BERGMAN|BERGMAN|JOHN BERGMAN'S|BERGMAN'S
WMPID1299,John Boozman,John Boozman is a Republican Senate candidate in Arkansas.,John Boozman|Boozman|John Boozman's|Boozman's|JOHN BOOZMAN|BOOZMAN|JOHN BOOZMAN'S|BOOZMAN'S
WMPID1070,John Briscoe,John Briscoe is a Republican candidate for the 42nd District of California.,John Briscoe|Briscoe|John Briscoe's|Briscoe's|JOHN BRISCOE|BRISCOE|JOHN BRISCOE'S|BRISCOE'S
WMPID853,John Carter,John Carter is a Republican candidate for the 31st District of Texas.,John Carter|Carter|John Carter's|Carter's|JOHN CARTER|CARTER|JOHN CARTER'S|CARTER'S
WMPID4902,John Charles Cochran,John Charles Cochran is a 3rd party candidate for the 4th District of Alabama.,John Charles Cochran|Cochran|John Cochran|John Charles Cochran's|Cochran's|John Cochran's|JOHN CHARLES COCHRAN|COCHRAN|JOHN COCHRAN|JOHN CHARLES COCHRAN'S|COCHRAN'S|JOHN COCHRAN'S
WMPID1466,John Cornyn,John Cornyn is a Senator.,John Cornyn|Cornyn|John Cornyn's|Cornyn's|JOHN CORNYN|CORNYN|JOHN CORNYN'S|CORNYN'S
WMPID1264,John Curtis,John Curtis is a Republican candidate for the 3rd District of Utah.,John Curtis|Curtis|John Curtis'|Curtis'|JOHN CURTIS|CURTIS|JOHN CURTIS'|CURTIS'
WMPID4009,John Dennis,John Dennis is a Republican candidate for the 11th District of California.,John Dennis|Dennis|John Dennis'|Dennis'|JOHN DENNIS|DENNIS|JOHN DENNIS'|DENNIS'
WMPID3770,John Duarte,John Duarte is a Republican candidate for the 13rd District of California.,John Duarte|Duarte|John Duarte's|Duarte's|JOHN DUARTE|DUARTE|JOHN DUARTE'S|DUARTE'S
WMPID5222,John F. Kennedy,John F. Kennedy is a former U.S. president.,John F. Kennedy|Kennedy|John Kennedy|John F. Kennedy's|Kennedy's|John Kennedy's|JOHN F. KENNEDY|KENNEDY|JOHN KENNEDY|JOHN F. KENNEDY'S|KENNEDY'S|JOHN KENNEDY'S
WMPID4903,John Frederick Wood,John Frederick Wood is a 3rd party Senate candidate in Missouri.,John Frederick Wood|Wood|John Wood|John Frederick Wood's|Wood's|John Wood's|JOHN FREDERICK WOOD|WOOD|JOHN WOOD|JOHN FREDERICK WOOD'S|WOOD'S|JOHN WOOD'S
WMPID55,John Garamendi,John Garamendi is a Democratic candidate for the 8th District of California.,John Garamendi|Garamendi|John Garamendi's|Garamendi's|JOHN GARAMENDI|GARAMENDI|JOHN GARAMENDI'S|GARAMENDI'S
WMPID4736,John Gibbs,John Gibbs is a Republican candidate for the 3rd District of Michigan.,John Gibbs|Gibbs|John Gibbs'|Gibbs'|JOHN GIBBS|GIBBS|JOHN GIBBS'|GIBBS'
WMPID1307,John Hickenlooper,John Hickenlooper is a Senator.,John Hickenlooper|Hickenlooper|John Hickenlooper's|Hickenlooper's|JOHN HICKENLOOPER|HICKENLOOPER|JOHN HICKENLOOPER'S|HICKENLOOPER'S
WMPID1399,John Hoeven,John Hoeven is a Republican Senate candidate in North Dakota.,John Hoeven|Hoeven|John Hoeven's|Hoeven's|JOHN HOEVEN|HOEVEN|JOHN HOEVEN'S|HOEVEN'S
WMPID1537,John James,John James is a Republican candidate for the 10th District of Michigan.,John James|James|John James'|James'|JOHN JAMES|JAMES|JOHN JAMES'|JAMES'
WMPID3186,John Johnson,John Johnson is a 3rd party candidate for the 4th District of Nevada.,John Johnson|Johnson|John Johnson's|Johnson's|JOHN JOHNSON|JOHNSON|JOHN JOHNSON'S|JOHNSON'S
WMPID1222,John Joyce,John Joyce is a Republican candidate for the 13rd District of Pennsylvania.,John Joyce|Joyce|John Joyce's|Joyce's|JOHN JOYCE|JOYCE|JOHN JOYCE'S|JOYCE'S
WMPID2065,John Karl Fetterman,John Karl Fetterman is a Democratic Senate candidate in Pennsylvania.,John Karl Fetterman|Fetterman|John Fetterman|John Karl Fetterman's|Fetterman's|John Fetterman's|JOHN KARL FETTERMAN|FETTERMAN|JOHN FETTERMAN|JOHN KARL FETTERMAN'S|FETTERMAN'S|JOHN FETTERMAN'S
WMPID1481,John Kennedy,John Kennedy is a Republican Senate candidate in Louisiana.,John Kennedy|Kennedy|John Kennedy's|Kennedy's|JOHN KENNEDY|KENNEDY|JOHN KENNEDY'S|KENNEDY'S
WMPID2848,John Kevin Ellzey Sr.,John Kevin Ellzey Sr. is a Republican candidate for the 6th District of Texas.,John Kevin Ellzey Sr.|Ellzey|John Ellzey|John Kevin Ellzey Sr.'s|Ellzey's|John Ellzey's|JOHN KEVIN ELLZEY SR.|ELLZEY|JOHN ELLZEY|JOHN KEVIN ELLZEY SR.'S|ELLZEY'S|JOHN ELLZEY'S
WMPID4833,John Lamb,John Lamb is a 3rd party candidate for the 1st District of Montana.,John Lamb|Lamb|John Lamb's|Lamb's|JOHN LAMB|LAMB|JOHN LAMB'S|LAMB'S
WMPID3703,John Lira,John Lira is a Democratic candidate for the 23rd District of Texas.,John Lira|Lira|John Lira's|Lira's|JOHN LIRA|LIRA|JOHN LIRA'S|LIRA'S
WMPID4866,John Mark Porter,John Mark Porter is a Republican candidate for the 33rd District of California.,John Mark Porter|Porter|John Porter|John Mark Porter's|Porter's|John Porter's|JOHN MARK PORTER|PORTER|JOHN PORTER|JOHN MARK PORTER'S|PORTER'S|JOHN PORTER'S
WMPID894,John Moolenaar,John Moolenaar is a Republican candidate for the 2nd District of Michigan.,John Moolenaar|Moolenaar|John Moolenaar's|Moolenaar's|JOHN MOOLENAAR|MOOLENAAR|JOHN MOOLENAAR'S|MOOLENAAR'S
WMPID5167,John Quincy Adams,John Quincy Adams is a former U.S. president.,John Quincy Adams|Adams|John Adams|John Quincy Adams'|Adams'|John Adams'|JOHN QUINCY ADAMS|ADAMS|JOHN ADAMS|JOHN QUINCY ADAMS'|ADAMS'|JOHN ADAMS'
WMPID3163,John Robert Badger,John Robert Badger is a 3rd party candidate for the 5th District of Louisiana.,John Robert Badger|Badger|John Badger|John Robert Badger's|Badger's|John Badger's|JOHN ROBERT BADGER|BADGER|JOHN BADGER|JOHN ROBERT BADGER'S|BADGER'S|JOHN BADGER'S
WMPID10,John Roberts,John Roberts is a Supreme Court Justice.,John Roberts|Roberts|John Roberts'|Roberts'|JOHN ROBERTS|ROBERTS|JOHN ROBERTS'|ROBERTS'
WMPID1236,John Rose,John Rose is a Republican candidate for the 6th District of Tennessee.,John Rose|Rose|John Rose's|Rose's|JOHN ROSE|ROSE|JOHN ROSE'S|ROSE'S
WMPID962,John Rutherford,John Rutherford is a Republican candidate for the 5th District of Florida.,John Rutherford|Rutherford|John Rutherford's|Rutherford's|JOHN RUTHERFORD|RUTHERFORD|JOHN RUTHERFORD'S|RUTHERFORD'S
WMPID984,John Sarbanes,John Sarbanes is a Democratic candidate for the 3rd District of Maryland.,John Sarbanes|Sarbanes|John Sarbanes'|Sarbanes'|JOHN SARBANES|SARBANES|JOHN SARBANES'|SARBANES'
WMPID5030,John Simmons,John Simmons is a 3rd party candidate for the 4th District of Texas.,John Simmons|Simmons|John Simmons'|Simmons'|JOHN SIMMONS|SIMMONS|JOHN SIMMONS'|SIMMONS'
WMPID5101,John Sophocleus,John Sophocleus is a 3rd party Senate candidate in Alabama.,John Sophocleus|Sophocleus|John Sophocleus'|Sophocleus'|JOHN SOPHOCLEUS|SOPHOCLEUS|JOHN SOPHOCLEUS'|SOPHOCLEUS'
WMPID1465,John Thune,John Thune is a Republican Senate candidate in South Dakota.,John Thune|Thune|John Thune's|Thune's|JOHN THUNE|THUNE|JOHN THUNE'S|THUNE'S
WMPID5262,John Tyler,John Tyler is a former U.S. president.,John Tyler|Tyler|John Tyler's|Tyler's|JOHN TYLER|TYLER|JOHN TYLER'S|TYLER'S
WMPID4244,John White,John White is a Democratic candidate for the 4th District of Arkansas.,John White|White|John White's|White's|JOHN WHITE|WHITE|JOHN WHITE'S|WHITE'S
WMPID4871,Johnny Dupree,Johnny Dupree is a Democratic candidate for the 4th District of Mississippi.,Johnny Dupree|Dupree|Johnny Dupree's|Dupree's|JOHNNY DUPREE|DUPREE|JOHNNY DUPREE'S|DUPREE'S
WMPID639,Johnny Teague,Johnny Teague is a Republican candidate for the 7th District of Texas.,Johnny Teague|Teague|Johnny Teague's|Teague's|JOHNNY TEAGUE|TEAGUE|JOHNNY TEAGUE'S|TEAGUE'S
WMPID5249,Joko Widodo,Joko Widodo is an international leader.,Joko Widodo|Widodo|Joko Widodo's|Widodo's|JOKO WIDODO|WIDODO|JOKO WIDODO'S|WIDODO'S
WMPID2699,Jon Chuba,Jon Chuba is a Republican candidate for the 4th District of Florida.,Jon Chuba|Chuba|Jon Chuba's|Chuba's|JON CHUBA|CHUBA|JON CHUBA'S|CHUBA'S
WMPID1530,Jon Ossoff,Jon Ossoff is a Senator.,Jon Ossoff|Ossoff|Jon Ossoff's|Ossoff's|JON OSSOFF|OSSOFF|JON OSSOFF'S|OSSOFF'S
WMPID1513,Jon Tester,Jon Tester is a Senator.,Jon Tester|Tester|Jon Tester's|Tester's|JON TESTER|TESTER|JON TESTER'S|TESTER'S
WMPID3138,Jonathan Chavez,Jonathan Chavez is a Republican candidate for the 4th District of Georgia.,Jonathan Chavez|Chavez|Jonathan Chavez's|Chavez's|JONATHAN CHAVEZ|CHAVEZ|JONATHAN CHAVEZ'S|CHAVEZ'S
WMPID4757,Jonathan Dine,Jonathan Dine is a 3rd party Senate candidate in Missouri.,Jonathan Dine|Dine|Jonathan Dine's|Dine's|JONATHAN DINE|DINE|JONATHAN DINE'S|DINE'S
WMPID3132,Jonathan Jackson,Jonathan Jackson is a Democratic candidate for the 1st District of Illinois.,Jonathan Jackson|Jackson|Jonathan Jackson's|Jackson's|JONATHAN JACKSON|JACKSON|JONATHAN JACKSON'S|JACKSON'S
WMPID4534,Jonathan Smith,Jonathan Smith is a 3rd party candidate for the 2nd District of Alabama.,Jonathan Smith|Smith|Jonathan Smith's|Smith's|JONATHAN SMITH|SMITH|JONATHAN SMITH'S|SMITH'S
WMPID1479,Joni Ernst,Joni Ernst is a Senator.,Joni Ernst|Ernst|Joni Ernst's|Ernst's|JONI ERNST|ERNST|JONI ERNST'S|ERNST'S
WMPID3114,Jose Castillo,Jose Castillo is a Republican candidate for the 9th District of Florida.,Jose Castillo|Castillo|Jose Castillo's|Castillo's|JOSE CASTILLO|CASTILLO|JOSE CASTILLO'S|CASTILLO'S
WMPID1659,Joseph Alfonso,Joseph Alfonso is a Democratic candidate for the 4th District of Michigan.,Joseph Alfonso|Alfonso|Joseph Alfonso's|Alfonso's|JOSEPH ALFONSO|ALFONSO|JOSEPH ALFONSO'S|ALFONSO'S
WMPID1201,Joseph D Morelle,Joseph D Morelle is a Democratic candidate for the 25th District of New York.,Joseph D Morelle|Morelle|Joseph Morelle|Joseph D Morelle's|Morelle's|Joseph Morelle's|JOSEPH D MORELLE|MORELLE|JOSEPH MORELLE|JOSEPH D MORELLE'S|MORELLE'S|JOSEPH MORELLE'S
WMPID1989,Joseph Destin,Joseph Destin is a 3rd party Senate candidate in Nevada.,Joseph Destin|Destin|Joseph Destin's|Destin's|JOSEPH DESTIN|DESTIN|JOSEPH DESTIN'S|DESTIN'S
WMPID3110,Joshua Frederick Yetter III,Joshua Frederick Yetter III is a Democratic candidate for the 2nd District of Oregon.,Joshua Frederick Yetter III|Yetter|Joshua Yetter|Joshua Frederick Yetter III's|Yetter's|Joshua Yetter's|JOSHUA FREDERICK YETTER III|YETTER|JOSHUA YETTER|JOSHUA FREDERICK YETTER III'S|YETTER'S|JOSHUA YETTER'S
WMPID3108,Joseph III Pinion,Joseph III Pinion is a Republican Senate candidate in New York.,Joseph III Pinion|Pinion|Joseph Pinion|Joseph III Pinion's|Pinion's|Joseph Pinion's|JOSEPH III PINION|PINION|JOSEPH PINION|JOSEPH III PINION'S|PINION'S|JOSEPH PINION'S
WMPID3038,Joseph Jr. LeBlanc Jr.,Joseph Jr. LeBlanc Jr. is a 3rd party candidate for the 22nd District of Texas.,Joseph Jr. LeBlanc Jr.|LeBlanc|Joseph LeBlanc|Joseph Jr. LeBlanc Jr.'s|LeBlanc's|Joseph LeBlanc's|JOSEPH JR. LEBLANC JR.|LEBLANC|JOSEPH LEBLANC|JOSEPH JR. LEBLANC JR.'S|LEBLANC'S|JOSEPH LEBLANC'S
WMPID3363,Joseph Kent,Joseph Kent is a Republican candidate for the 3rd District of Washington.,Joseph Kent|Kent|Joseph Kent's|Kent's|JOSEPH KENT|KENT|JOSEPH KENT'S|KENT'S
WMPID3196,Joseph Matthew O'Dea,Joseph Matthew O'Dea is a Republican Senate candidate in Colorado.,Joseph Matthew O'Dea|O'Dea|Joseph O'Dea|Joseph Matthew O'Dea's|O'Dea's|Joseph O'Dea's|JOSEPH MATTHEW O'DEA|O'DEA|JOSEPH O'DEA|JOSEPH MATTHEW O'DEA'S|O'DEA'S|JOSEPH O'DEA'S
WMPID1076,Joseph Neguse,Joseph Neguse is a Democratic candidate for the 2nd District of Colorado.,Joseph Neguse|Neguse|Joseph Neguse's|Neguse's|JOSEPH NEGUSE|NEGUSE|JOSEPH NEGUSE'S|NEGUSE'S
WMPID3468,Joseph Nicholas Biasco,Joseph Nicholas Biasco is a 3rd party candidate for the 11th District of New Jersey.,Joseph Nicholas Biasco|Biasco|Joseph Biasco|Joseph Nicholas Biasco's|Biasco's|Joseph Biasco's|JOSEPH NICHOLAS BIASCO|BIASCO|JOSEPH BIASCO|JOSEPH NICHOLAS BIASCO'S|BIASCO'S|JOSEPH BIASCO'S
WMPID5111,Joseph Oddo,Joseph Oddo is a 3rd party candidate for the 1st District of South Carolina.,Joseph Oddo|Oddo|Joseph Oddo's|Oddo's|JOSEPH ODDO|ODDO|JOSEPH ODDO'S|ODDO'S
WMPID228,Joseph Severino,Joseph Severino is a Republican candidate for the 10th District of Illinois.,Joseph Severino|Severino|Joseph Severino's|Severino's|JOSEPH SEVERINO|SEVERINO|JOSEPH SEVERINO'S|SEVERINO'S
WMPID3085,Josh Brecheen,Josh Brecheen is a Republican candidate for the 2nd District of Oklahoma.,Josh Brecheen|Brecheen|Josh Brecheen's|Brecheen's|JOSH BRECHEEN|BRECHEEN|JOSH BRECHEEN'S|BRECHEEN'S
WMPID1000,Josh Gottheimer,Josh Gottheimer is a Democratic candidate for the 5th District of New Jersey.,Josh Gottheimer|Gottheimer|Josh Gottheimer's|Gottheimer's|JOSH GOTTHEIMER|GOTTHEIMER|JOSH GOTTHEIMER'S|GOTTHEIMER'S
WMPID1054,Josh Harder,Josh Harder is a Democratic candidate for the 9th District of California.,Josh Harder|Harder|Josh Harder's|Harder's|JOSH HARDER|HARDER|JOSH HARDER'S|HARDER'S
WMPID1540,Josh Hawley,Josh Hawley is a Senator.,Josh Hawley|Hawley|Josh Hawley's|Hawley's|JOSH HAWLEY|HAWLEY|JOSH HAWLEY'S|HAWLEY'S
WMPID1629,Josh Riley,Josh Riley is a Democratic candidate for the 19th District of New York.,Josh Riley|Riley|Josh Riley's|Riley's|JOSH RILEY|RILEY|JOSH RILEY'S|RILEY'S
WMPID5337,Josh Shapiro,Josh Shapiro is a gubernatorial candidate.,Josh Shapiro|Shapiro|Josh Shapiro's|Shapiro's|JOSH SHAPIRO|SHAPIRO|JOSH SHAPIRO'S|SHAPIRO'S
WMPID5321,Joshua Green,Joshua Green is a gubernatorial candidate.,Joshua Green|Green|Joshua Green's|Green's|JOSHUA GREEN|GREEN|JOSHUA GREEN'S|GREEN'S
WMPID3077,Joshua Harris-Till,Joshua Harris-Till is a Democratic candidate for the 5th District of Oklahoma.,Joshua Harris-Till|Harris-Till|Joshua Harris-Till's|Harris-Till's|JOSHUA HARRIS-TILL|HARRIS-TILL|JOSHUA HARRIS-TILL'S|HARRIS-TILL'S
WMPID1309,Joshua Rodriguez,Joshua Rodriguez is a 3rd party candidate for the 8th District of Colorado.,Joshua Rodriguez|Rodriguez|Joshua Rodriguez's|Rodriguez's|JOSHUA RODRIGUEZ|RODRIGUEZ|JOSHUA RODRIGUEZ'S|RODRIGUEZ'S
WMPID2345,Joshua Throneburg,Joshua Throneburg is a Democratic candidate for the 5th District of Virginia.,Joshua Throneburg|Throneburg|Joshua Throneburg's|Throneburg's|JOSHUA THRONEBURG|THRONEBURG|JOSHUA THRONEBURG'S|THRONEBURG'S
WMPID5299,Joy Hofmeister,Joy Hofmeister is a gubernatorial candidate.,Joy Hofmeister|Hofmeister|Joy Hofmeister's|Hofmeister's|JOY HOFMEISTER|HOFMEISTER|JOY HOFMEISTER'S|HOFMEISTER'S
WMPID830,Joyce Beatty,Joyce Beatty is a Democratic candidate for the 3rd District of Ohio.,Joyce Beatty|Beatty|Joyce Beatty's|Beatty's|JOYCE BEATTY|BEATTY|JOYCE BEATTY'S|BEATTY'S
WMPID3240,Jrmar Jefferson,Jrmar Jefferson is a Democratic candidate for the 1st District of Texas.,Jrmar Jefferson|Jefferson|Jrmar Jefferson's|Jefferson's|JRMAR JEFFERSON|JEFFERSON|JRMAR JEFFERSON'S|JEFFERSON'S
WMPID1822,Juan Ciscomani,Juan Ciscomani is a Republican candidate for the 6th District of Arizona.,Juan Ciscomani|Ciscomani|Juan Ciscomani's|Ciscomani's|JUAN CISCOMANI|CISCOMANI|JUAN CISCOMANI'S|CISCOMANI'S
WMPID2115,Juan Pagan,Juan Pagan is a Republican candidate for the 7th District of New York.,Juan Pagan|Pagan|Juan Pagan's|Pagan's|JUAN PAGAN|PAGAN|JUAN PAGAN'S|PAGAN'S
WMPID784,Juan Vargas,Juan Vargas is a Democratic candidate for the 52nd District of California.,Juan Vargas|Vargas|Juan Vargas'|Vargas'|JUAN VARGAS|VARGAS|JUAN VARGAS'|VARGAS'
WMPID4645,Juddson Larkins,Juddson Larkins is a Democratic candidate for the 2nd District of South Carolina.,Juddson Larkins|Larkins|Juddson Larkins'|Larkins'|JUDDSON LARKINS|LARKINS|JUDDSON LARKINS'|LARKINS'
WMPID4351,Judith T Won Pat,Judith T Won Pat is a Democratic candidate for the 0th District of NA.,Judith T Won Pat|Pat|Judith Pat|Judith T Won Pat's|Pat's|Judith Pat's|JUDITH T WON PAT|PAT|JUDITH PAT|JUDITH T WON PAT'S|PAT'S|JUDITH PAT'S
WMPID75,Judy Chu,Judy Chu is a Democratic candidate for the 28th District of California.,Judy Chu|Chu|Judy Chu's|Chu's|JUDY CHU|CHU|JUDY CHU'S|CHU'S
WMPID772,Julia Brownley,Julia Brownley is a Democratic candidate for the 26th District of California.,Julia Brownley|Brownley|Julia Brownley's|Brownley's|JULIA BROWNLEY|BROWNLEY|JULIA BROWNLEY'S|BROWNLEY'S
WMPID3927,Julia Letlow,Julia Letlow is a Republican candidate for the 5th District of Louisiana.,Julia Letlow|Letlow|Julia Letlow's|Letlow's|JULIA LETLOW|LETLOW|JULIA LETLOW'S|LETLOW'S
WMPID301,Julie Hall,Julie Hall is a Republican candidate for the 4th District of Massachusetts.,Julie Hall|Hall|Julie Hall's|Hall's|JULIE HALL|HALL|JULIE HALL'S|HALL'S
WMPID3033,Justin Burau,Justin Burau is a Republican candidate for the 3rd District of Illinois.,Justin Burau|Burau|Justin Burau's|Burau's|JUSTIN BURAU|BURAU|JUSTIN BURAU'S|BURAU'S
WMPID3567,Justin James Waters,Justin James Waters is a Republican candidate for the 3rd District of Florida.,Justin James Waters|Waters|Justin Waters|Justin James Waters'|Waters'|Justin Waters'|JUSTIN JAMES WATERS|WATERS|JUSTIN WATERS|JUSTIN JAMES WATERS'|WATERS'|JUSTIN WATERS'
WMPID111,Justin Paglino,Justin Paglino is a 3rd party candidate for the 3rd District of Connecticut.,Justin Paglino|Paglino|Justin Paglino's|Paglino's|JUSTIN PAGLINO|PAGLINO|JUSTIN PAGLINO'S|PAGLINO'S
WMPID5261,Justin Trudeau,Justin Trudeau is an international leader.,Justin Trudeau|Trudeau|Justin Trudeau's|Trudeau's|JUSTIN TRUDEAU|TRUDEAU|JUSTIN TRUDEAU'S|TRUDEAU'S
WMPID2,Kamala Harris,Kamala Harris is a prominent politician.,Kamala Harris|Harris|Kamala Harris'|Harris'|KAMALA HARRIS|HARRIS|KAMALA HARRIS'|HARRIS'
WMPID4462,Karen Green,Karen Green is a Democratic candidate for the 7th District of Florida.,Karen Green|Green|Karen Green's|Green's|KAREN GREEN|GREEN|KAREN GREEN'S|GREEN'S
WMPID2793,Karen Lin Veasey,Karen Lin Veasey is a Democratic candidate for the 3rd District of Alabama.,Karen Lin Veasey|Veasey|Karen Veasey|Karen Lin Veasey's|Veasey's|Karen Veasey's|KAREN LIN VEASEY|VEASEY|KAREN VEASEY|KAREN LIN VEASEY'S|VEASEY'S|KAREN VEASEY'S
WMPID5323,Kari Lake,Kari Lake is a gubernatorial candidate.,Kari Lake|Lake|Kari Lake's|Lake's|KARI LAKE|LAKE|KARI LAKE'S|LAKE'S
WMPID3008,Karina Lipsman,Karina Lipsman is a Republican candidate for the 8th District of Virginia.,Karina Lipsman|Lipsman|Karina Lipsman's|Lipsman's|KARINA LIPSMAN|LIPSMAN|KARINA LIPSMAN'S|LIPSMAN'S
WMPID3952,Karl Kw Miller,Karl Kw Miller is a Republican candidate for the 28th District of Florida.,Karl Kw Miller|Miller|Karl Miller|Karl Kw Miller's|Miller's|Karl Miller's|KARL KW MILLER|MILLER|KARL MILLER|KARL KW MILLER'S|MILLER'S|KARL MILLER'S
WMPID3004,Karoline Leavitt,Karoline Leavitt is a Republican candidate for the 1st District of New Hampshire.,Karoline Leavitt|Leavitt|Karoline Leavitt's|Leavitt's|KAROLINE LEAVITT|LEAVITT|KAROLINE LEAVITT'S|LEAVITT'S
WMPID124,Kat Cammack,Kat Cammack is a Republican candidate for the 3rd District of Florida.,Kat Cammack|Cammack|Kat Cammack's|Cammack's|KAT CAMMACK|CAMMACK|KAT CAMMACK'S|CAMMACK'S
WMPID891,Katherine Clark,Katherine Clark is a Democratic candidate for the 5th District of Massachusetts.,Katherine Clark|Clark|Katherine Clark's|Clark's|KATHERINE CLARK|CLARK|KATHERINE CLARK'S|CLARK'S
WMPID5229,Katherine Tai,Katherine Tai is a cabinet member.,Katherine Tai|Tai|Katherine Tai's|Tai's|KATHERINE TAI|TAI|KATHERINE TAI'S|TAI'S
WMPID967,Kathy Castor,Kathy Castor is a Democratic candidate for the 14th District of Florida.,Kathy Castor|Castor|Kathy Castor's|Castor's|KATHY CASTOR|CASTOR|KATHY CASTOR'S|CASTOR'S
WMPID5155,Kathy Goodwin,Kathy Goodwin is a 3rd party candidate for the 8th District of Michigan.,Kathy Goodwin|Goodwin|Kathy Goodwin's|Goodwin's|KATHY GOODWIN|GOODWIN|KATHY GOODWIN'S|GOODWIN'S
WMPID5332,Kathy Hochul,Kathy Hochul is a gubernatorial candidate.,Kathy Hochul|Hochul|Kathy Hochul's|Hochul's|KATHY HOCHUL|HOCHUL|KATHY HOCHUL'S|HOCHUL'S
WMPID1170,Kathy Manning,Kathy Manning is a Democratic candidate for the 6th District of North Carolina.,Kathy Manning|Manning|Kathy Manning's|Manning's|KATHY MANNING|MANNING|KATHY MANNING'S|MANNING'S
WMPID2659,Kathy Raye Salvi,Kathy Raye Salvi is a Republican Senate candidate in Illinois.,Kathy Raye Salvi|Salvi|Kathy Salvi|Kathy Raye Salvi's|Salvi's|Kathy Salvi's|KATHY RAYE SALVI|SALVI|KATHY SALVI|KATHY RAYE SALVI'S|SALVI'S|KATHY SALVI'S
WMPID2993,Kathy Warner-Stanton,Kathy Warner-Stanton is a Democratic candidate for the 5th District of Alabama.,Kathy Warner-Stanton|Warner-Stanton|Kathy Warner-Stanton's|Warner-Stanton's|KATHY WARNER-STANTON|WARNER-STANTON|KATHY WARNER-STANTON'S|WARNER-STANTON'S
WMPID3864,Katie Boyd Britt,Katie Boyd Britt is a Republican Senate candidate in Alabama.,Katie Boyd Britt|Britt|Katie Britt|Katie Boyd Britt's|Britt's|Katie Britt's|KATIE BOYD BRITT|BRITT|KATIE BRITT|KATIE BOYD BRITT'S|BRITT'S|KATIE BRITT'S
WMPID4948,Katie Darling Darling,Katie Darling Darling is a Democratic candidate for the 1st District of Louisiana.,Katie Darling Darling|Darling|Katie Darling|Katie Darling Darling's|Darling's|Katie Darling's|KATIE DARLING DARLING|DARLING|KATIE DARLING|KATIE DARLING DARLING'S|DARLING'S|KATIE DARLING'S
WMPID5281,Katie Hobbs,Katie Hobbs is a gubernatorial candidate.,Katie Hobbs|Hobbs|Katie Hobbs'|Hobbs'|KATIE HOBBS|HOBBS|KATIE HOBBS'|HOBBS'
WMPID1069,Katie Porter,Katie Porter is a Democratic candidate for the 47th District of California.,Katie Porter|Porter|Katie Porter's|Porter's|KATIE PORTER|PORTER|KATIE PORTER'S|PORTER'S
